Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference),Cachable Observed,Operation Observed,Buffer size Observed,Pool Id Observed,Cachable Interference,Operation Interference,Buffer size Interference,Pool Id Interference
0,209854103083178,209859052410001,4949326823,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,w,1572864,2
1,209859248221446,209868127803769,8879582323,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,w,1572864,2
2,209868340621583,209877914461914,9573840331,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,w,1572864,2
3,209878121098511,209890151997605,12030899094,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,w,1572864,2
0,209107052607844,209107059835337,7227493,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,w,1572864,2
1,209107256336950,209107264460322,8123372,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,w,1572864,2
2,209107480657354,209107489350093,8692739,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,w,1572864,2
3,209107697112992,209107723506939,26393947,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,w,1572864,2
0,203684387207907,203689335826540,4948618633,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,r,1572864,2
1,203689532115702,203694535836350,5003720648,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,r,1572864,2
2,203694748406239,203699846268854,5097862615,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,r,1572864,2
3,203700052685118,203705319112975,5266427857,2097152000,0,0x00400000,0x00180000,c,l,4194304,2,c,r,1572864,2
0,203119364382337,203119371557864,7175527,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,r,1572864,2
1,203119568161318,203119576343736,8182418,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,r,1572864,2
2,203119792414845,203119801080821,8665976,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,r,1572864,2
3,203120004697246,203120014071733,9374487,32768000,0,0x00010000,0x00180000,c,l,65536,2,c,r,1572864,2
0,209152739357657,209152808075293,68717636,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,w,1572864,2
1,209153004250884,209154100660564,1096409680,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,w,1572864,2
2,209154316644895,209155491819665,1175174770,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,w,1572864,2
3,209155697095426,209157118237602,1421142176,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,w,1572864,2
0,203158519265014,203158587848906,68583892,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,r,1572864,2
1,203158784118547,203159369693466,585574919,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,r,1572864,2
2,203159584409320,203160183474337,599065017,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,r,1572864,2
3,203160388683411,203161014232634,625549223,262144000,0,0x00080000,0x00180000,c,l,524288,2,c,r,1572864,2
0,203192371522727,203192512000603,140477876,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,r,1572864,2
1,203192708115138,203193891796988,1183681850,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,r,1572864,2
2,203194104406672,203195312126404,1207719732,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,r,1572864,2
3,203195516681172,203196775030673,1258349501,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,r,1572864,2
0,1358914948910,1379723433256,20808484346,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,w,1572864,2
1,1380098409942,1415929331418,35830921476,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,w,1572864,2
2,1416310739647,1455534655861,39223916214,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,w,1572864,2
3,1455739068625,1511180062684,55440994059,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,w,1572864,2
0,209117657311657,209117673882913,16571256,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,w,1572864,2
1,209117872341132,209117891343071,19001939,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,w,1572864,2
2,209118104637712,209118125303777,20666065,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,w,1572864,2
3,209118333061376,209118392525777,59464401,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,w,1572864,2
0,209199407561543,209199546900515,139338972,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,w,1572864,2
1,209199744253354,209201941980095,2197726741,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,w,1572864,2
2,209202156599359,209204511523247,2354923888,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,w,1572864,2
3,209204717081755,209207558972669,2841890914,524288000,0,0x00100000,0x00180000,c,l,1048576,2,c,w,1572864,2
0,203129469484601,203129485974899,16490298,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,r,1572864,2
1,203129684148620,203129703238557,19089937,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,r,1572864,2
2,203129916408956,203129937145788,20736832,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,r,1572864,2
3,203130140705757,203130162768542,22062785,65536000,0,0x00020000,0x00180000,c,l,131072,2,c,r,1572864,2
0,204324917016484,204345724737663,20807721179,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,r,1572864,2
1,204346108103188,204367260021219,21151918031,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,r,1572864,2
2,204367476414970,204389076222192,21599807222,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,r,1572864,2
3,204389280686222,204411590764513,22310078291,8388608000,0,0x01000000,0x00180000,c,l,16777216,2,c,r,1572864,2
0,203257983905622,203259224290048,1240384426,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,r,1572864,2
1,203259420112184,203261202342530,1782230346,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,r,1572864,2
2,203261416408148,203263234021689,1817613541,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,r,1572864,2
3,203263440690959,203265330489202,1889798243,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,r,1572864,2
0,209130935275714,209130969201004,33925290,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,w,1572864,2
1,209131164246912,209131217756739,53509827,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,w,1572864,2
2,209131432647800,209132010224770,577576970,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,w,1572864,2
3,209132217090769,209132925152357,708061588,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,w,1572864,2
0,209600184184172,209603198222706,3014038534,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,w,1572864,2
1,209603396233261,209608916253296,5520020035,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,w,1572864,2
2,209609132622435,209615063453837,5930831402,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,w,1572864,2
3,209615269076632,209622583378757,7314302125,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,w,1572864,2
0,203141571494870,203141605356883,33862013,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,r,1572864,2
1,203141800115463,203141846225150,46109687,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,r,1572864,2
2,203142060419542,203142145516955,85097413,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,r,1572864,2
3,203142352680934,203142660620992,307940058,131072000,0,0x00040000,0x00180000,c,l,262144,2,c,r,1572864,2
0,203490636624651,203493651971866,3015347215,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,r,1572864,2
1,203493848115454,203496890476089,3042360635,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,r,1572864,2
2,203497104405294,203500203032320,3098627026,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,r,1572864,2
3,203500408682958,203503621521166,3212838208,1310720000,0,0x00280000,0x00180000,c,l,2621440,2,c,r,1572864,2
0,209288289899418,209289526706606,1236807188,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,w,1572864,2
1,209289724248774,209293021531299,3297282525,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,w,1572864,2
2,209293236628411,209296768234899,3531606488,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,w,1572864,2
3,209296973079307,209301235824698,4262745391,786432000,0,0x00180000,0x00180000,c,l,1572864,2,c,w,1572864,2
0,203109819573087,203109820867536,1294449,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,r,1572864,2
1,203110016116355,203110017466380,1350025,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,r,1572864,2
2,203110232420457,203110233774513,1354056,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,r,1572864,2
3,203110440744322,203110442104648,1360326,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,r,1572864,2
0,209097488800706,209097490094955,1294249,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,w,1572864,2
1,209097688242573,209097689648304,1405731,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,w,1572864,2
2,209097904677719,209097906142355,1464636,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,w,1572864,2
3,209098113216655,209098114715465,1498810,16384000,0,0x00008000,0x00180000,c,l,32768,2,c,w,1572864,2
