Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,465552800314,465589284440,36484126,16384000,0,0x00008000,0x00008000
1,465784666242,465827069318,42403076,16384000,0,0x00008000,0x00008000
2,466040851349,466085155416,44304067,16384000,0,0x00008000,0x00008000
3,466289018905,466332825552,43806647,16384000,0,0x00008000,0x00008000
