Active Cores,Start (ns),End (ns),Diff (ns),Bytes R,Bytes W,Buffer Size (Observed),Buffer Size (Interference)
0,251165973952,252521156998,1355183046,2097152000,2097152000,0x00400000,0x00400000
1,252622752339,253918432840,1295680501,2097152000,2097152000,0x00400000,0x00400000
2,254130478607,255459237743,1328759136,2097152000,2097152000,0x00400000,0x00400000
3,255662732556,257171971345,1509238789,2097152000,2097152000,0x00400000,0x00400000
